Month,Day,Time,Entrances
Nov,Wednesday,12:15-12:30PM,21
Nov,Wednesday,12:30-12:45PM,35
Nov,Wednesday,12:45-12:59PM,37
Nov,Wednesday,01:00-01:15PM,32
Nov,Wednesday,01:15-01:30PM,26
Nov,Wednesday,01:30-01:45PM,33
Nov,Wednesday,01:45-01:59PM,58
Nov,Wednesday,02:00-02:15PM,37
Nov,Wednesday,02:15-02:30PM,30
Nov,Wednesday,02:30-02:45PM,32
Nov,Wednesday,02:45-02:59PM,37
Nov,Wednesday,03:00-03:15PM,36
Nov,Wednesday,03:15-03:30PM,61
Nov,Wednesday,03:30-03:45PM,37
Nov,Wednesday,03:45-03:59PM,67
Nov,Wednesday,04:00-04:15PM,62
Nov,Wednesday,04:15-04:30PM,38
Nov,Wednesday,04:30-04:45PM,39
Nov,Wednesday,04:45-04:59PM,64
Nov,Wednesday,05:00-05:15PM,52
Nov,Wednesday,05:15-05:30PM,67
Nov,Wednesday,05:30-05:45PM,58
Nov,Wednesday,05:45-05:59PM,51
Nov,Wednesday,06:00-06:15PM,56
Nov,Wednesday,06:15-06:30PM,46
Nov,Wednesday,06:30-06:45PM,41
Nov,Wednesday,06:45-06:59PM,52
Nov,Wednesday,07:00-07:15PM,45
Nov,Wednesday,07:15-07:30PM,53
Nov,Wednesday,07:30-07:45PM,57
Nov,Wednesday,07:45-07:59PM,52
Nov,Wednesday,08:00-08:15PM,54
Nov,Wednesday,08:15-08:30PM,58
Nov,Wednesday,08:30-08:45PM,41
Nov,Wednesday,08:45-08:59PM,50
Nov,Wednesday,09:00-09:15PM,50
Nov,Wednesday,09:15-09:30PM,49
Nov,Wednesday,09:30-09:45PM,51
Nov,Wednesday,09:45-09:59PM,39
Nov,Wednesday,10:00-10:15PM,39
Nov,Wednesday,10:15-10:30PM,36
Nov,Wednesday,10:30-10:45PM,45
Nov,Wednesday,10:45-10:59PM,13
Nov,Wednesday,11:00-11:15PM,22
Nov,Wednesday,11:15-11:30PM,13
Nov,Wednesday,11:30-11:45PM,2
Nov,Thursday,06:00-06:15AM,39
Nov,Thursday,06:15-06:30AM,20
Nov,Thursday,06:30-06:45AM,15
Nov,Thursday,06:45-06:59AM,14
Nov,Thursday,07:00-07:15AM,10
Nov,Thursday,07:15-07:30AM,27
Nov,Thursday,07:30-07:45AM,21
Nov,Thursday,07:45-07:59AM,16
Nov,Thursday,08:00-08:15AM,17
Nov,Thursday,08:15-08:30AM,20
Nov,Thursday,08:30-08:45AM,9
Nov,Thursday,08:45-08:59AM,11
Nov,Thursday,09:00-09:15AM,20
Nov,Thursday,09:15-09:30AM,31
Nov,Thursday,09:30-09:45AM,28
Nov,Thursday,09:45-09:59AM,10
Nov,Thursday,10:00-10:15AM,21
Nov,Thursday,10:15-10:30AM,14
Nov,Thursday,10:30-10:45AM,24
Nov,Thursday,10:45-10:59AM,38
Nov,Thursday,11:00-11:15AM,34
Nov,Thursday,11:15-11:30AM,24
Nov,Thursday,11:30-11:45AM,22
Nov,Thursday,11:45-11:59AM,26
Nov,Thursday,12:00-12:15PM,34
Nov,Thursday,12:15-12:30PM,38
Nov,Thursday,12:30-12:45PM,35
Nov,Thursday,12:45-12:59PM,27
Nov,Thursday,01:00-01:15PM,30
Nov,Thursday,01:15-01:30PM,36
Nov,Thursday,01:30-01:45PM,27
Nov,Thursday,01:45-01:59PM,36
Nov,Thursday,02:00-02:15PM,39
Nov,Thursday,02:15-02:30PM,27
Nov,Thursday,02:30-02:45PM,30
Nov,Thursday,02:45-02:59PM,34
Nov,Thursday,03:00-03:15PM,42
Nov,Thursday,03:15-03:30PM,43
Nov,Thursday,03:30-03:45PM,46
Nov,Thursday,03:45-03:59PM,33
Nov,Thursday,04:00-04:15PM,51
Nov,Thursday,04:15-04:30PM,47
Nov,Thursday,04:30-04:45PM,31
Nov,Thursday,04:45-04:59PM,36
Nov,Thursday,05:00-05:15PM,54
Nov,Thursday,05:15-05:30PM,41
Nov,Thursday,05:30-05:45PM,49
Nov,Thursday,05:45-05:59PM,38
Nov,Thursday,06:00-06:15PM,40
Nov,Thursday,06:15-06:30PM,55
Nov,Thursday,06:30-06:45PM,46
Nov,Thursday,06:45-06:59PM,44
Nov,Thursday,07:00-07:15PM,64
Nov,Thursday,07:15-07:30PM,49
Nov,Thursday,07:30-07:45PM,52
Nov,Thursday,07:45-07:59PM,47
Nov,Thursday,08:00-08:15PM,58
Nov,Thursday,08:15-08:30PM,50
Nov,Thursday,08:30-08:45PM,38
Nov,Thursday,08:45-08:59PM,41
Nov,Thursday,09:00-09:15PM,28
Nov,Thursday,09:15-09:30PM,32
Nov,Thursday,09:30-09:45PM,38
Nov,Thursday,09:45-09:59PM,24
Nov,Thursday,10:00-10:15PM,24
Nov,Thursday,10:15-10:30PM,26
Nov,Thursday,10:30-10:45PM,24
Nov,Thursday,10:45-10:59PM,25
Nov,Thursday,11:00-11:15PM,20
Nov,Thursday,11:15-11:30PM,3
Nov,Friday,05:45-05:59AM,2
Nov,Friday,06:00-06:15AM,28
Nov,Friday,06:15-06:30AM,18
Nov,Friday,06:30-06:45AM,23
Nov,Friday,06:45-06:59AM,10
Nov,Friday,07:00-07:15AM,10
Nov,Friday,07:15-07:30AM,18
Nov,Friday,07:30-07:45AM,18
Nov,Friday,07:45-07:59AM,8
Nov,Friday,08:00-08:15AM,12
Nov,Friday,08:15-08:30AM,12
Nov,Friday,08:30-08:45AM,15
Nov,Friday,08:45-08:59AM,17
Nov,Friday,09:00-09:15AM,17
Nov,Friday,09:15-09:30AM,18
Nov,Friday,09:30-09:45AM,17
Nov,Friday,09:45-09:59AM,26
Nov,Friday,10:00-10:15AM,18
Nov,Friday,10:15-10:30AM,20
Nov,Friday,10:30-10:45AM,14
Nov,Friday,10:45-10:59AM,30
Nov,Friday,11:00-11:15AM,24
Nov,Friday,11:15-11:30AM,25
Nov,Friday,11:30-11:45AM,27
Nov,Friday,11:45-11:59AM,37
Nov,Friday,12:00-12:15PM,45
Nov,Friday,12:15-12:30PM,26
Nov,Friday,12:30-12:45PM,24
Nov,Friday,12:45-12:59PM,36
Nov,Friday,01:00-01:15PM,47
Nov,Friday,01:15-01:30PM,30
Nov,Friday,01:30-01:45PM,23
Nov,Friday,01:45-01:59PM,38
Nov,Friday,02:00-02:15PM,47
Nov,Friday,02:15-02:30PM,31
Nov,Friday,02:30-02:45PM,33
Nov,Friday,02:45-02:59PM,41
Nov,Friday,03:00-03:15PM,34
Nov,Friday,03:15-03:30PM,21
Nov,Friday,03:30-03:45PM,36
Nov,Friday,03:45-03:59PM,39
Nov,Friday,04:00-04:15PM,29
Nov,Friday,04:15-04:30PM,35
Nov,Friday,04:30-04:45PM,31
Nov,Friday,04:45-04:59PM,26
Nov,Friday,05:00-05:15PM,29
Nov,Friday,05:15-05:30PM,54
Nov,Friday,05:30-05:45PM,20
Nov,Friday,05:45-05:59PM,21
Nov,Friday,06:00-06:15PM,30
Nov,Friday,06:15-06:30PM,40
Nov,Friday,06:30-06:45PM,26
Nov,Friday,06:45-06:59PM,25
Nov,Friday,07:00-07:15PM,34
Nov,Friday,07:15-07:30PM,32
Nov,Friday,07:30-07:45PM,27
Nov,Friday,07:45-07:59PM,17
Nov,Friday,08:00-08:15PM,34
Nov,Friday,08:15-08:30PM,11
Nov,Friday,08:30-08:45PM,18
Nov,Friday,08:45-08:59PM,19
Nov,Friday,09:00-09:15PM,12
Nov,Friday,09:15-09:30PM,8
Nov,Friday,09:30-09:45PM,4
Nov,Friday,09:45-09:59PM,1
Nov,Saturday,10:00-10:15AM,36
Nov,Saturday,10:15-10:30AM,23
Nov,Saturday,10:30-10:45AM,14
Nov,Saturday,10:45-10:59AM,26
Nov,Saturday,11:00-11:15AM,22
Nov,Saturday,11:15-11:30AM,24
Nov,Saturday,11:30-11:45AM,18
Nov,Saturday,11:45-11:59AM,25
Nov,Saturday,12:00-12:15PM,23
Nov,Saturday,12:15-12:30PM,17
Nov,Saturday,12:30-12:45PM,11
Nov,Saturday,12:45-12:59PM,14
Nov,Saturday,01:00-01:15PM,16
Nov,Saturday,01:15-01:30PM,11
Nov,Saturday,01:30-01:45PM,22
Nov,Saturday,01:45-01:59PM,9
Nov,Saturday,02:00-02:15PM,24
Nov,Saturday,02:15-02:30PM,14
Nov,Saturday,02:30-02:45PM,24
Nov,Saturday,02:45-02:59PM,16
Nov,Saturday,03:00-03:15PM,14
Nov,Saturday,03:15-03:30PM,10
Nov,Saturday,03:30-03:45PM,17
Nov,Saturday,03:45-03:59PM,28
Nov,Saturday,04:00-04:15PM,17
Nov,Saturday,04:15-04:30PM,22
Nov,Saturday,04:30-04:45PM,15
Nov,Saturday,04:45-04:59PM,16
Nov,Saturday,05:00-05:15PM,25
Nov,Saturday,05:15-05:30PM,26
Nov,Saturday,05:30-05:45PM,24
Nov,Saturday,05:45-05:59PM,15
Nov,Saturday,06:00-06:15PM,16
Nov,Saturday,06:15-06:30PM,10
Nov,Saturday,06:30-06:45PM,2
Nov,Sunday,12:00-12:15PM,43
Nov,Sunday,12:15-12:30PM,38
Nov,Sunday,12:30-12:45PM,14
Nov,Sunday,12:45-12:59PM,15
Nov,Sunday,01:00-01:15PM,24
Nov,Sunday,01:15-01:30PM,15
Nov,Sunday,01:30-01:45PM,10
Nov,Sunday,01:45-01:59PM,15
Nov,Sunday,02:00-02:15PM,12
Nov,Sunday,02:15-02:30PM,16
Nov,Sunday,02:30-02:45PM,14
Nov,Sunday,02:45-02:59PM,11
Nov,Sunday,03:00-03:15PM,12
Nov,Sunday,03:15-03:30PM,18
Nov,Sunday,03:30-03:45PM,12
Nov,Sunday,03:45-03:59PM,29
Nov,Sunday,04:00-04:15PM,17
Nov,Sunday,04:15-04:30PM,25
Nov,Sunday,04:30-04:45PM,17
Nov,Sunday,04:45-04:59PM,32
Nov,Sunday,05:00-05:15PM,37
Nov,Sunday,05:15-05:30PM,37
Nov,Sunday,05:30-05:45PM,23
Nov,Sunday,05:45-05:59PM,24
Nov,Sunday,06:00-06:15PM,28
Nov,Sunday,06:15-06:30PM,18
Nov,Sunday,06:30-06:45PM,28
Nov,Sunday,06:45-06:59PM,26
Nov,Sunday,07:00-07:15PM,15
Nov,Sunday,07:15-07:30PM,27
Nov,Sunday,07:30-07:45PM,22
Nov,Sunday,07:45-07:59PM,33
Nov,Sunday,08:00-08:15PM,32
Nov,Sunday,08:15-08:30PM,16
Nov,Sunday,08:30-08:45PM,11
Nov,Sunday,08:45-08:59PM,18
Nov,Sunday,09:00-09:15PM,23
Nov,Sunday,09:15-09:30PM,19
Nov,Sunday,09:30-09:45PM,17
Nov,Sunday,09:45-09:59PM,12
Nov,Sunday,10:00-10:15PM,12
Nov,Sunday,10:15-10:30PM,14
Nov,Sunday,10:30-10:45PM,16
Nov,Sunday,10:45-10:59PM,10
Nov,Sunday,11:00-11:15PM,3
Nov,Sunday,11:15-11:30PM,7
Nov,Sunday,11:30-11:45PM,1
Nov,Sunday,11:45-11:59PM,1
Nov,Monday,05:45-05:59AM,12
Nov,Monday,06:00-06:15AM,23
Nov,Monday,06:15-06:30AM,17
Nov,Monday,06:30-06:45AM,10
Nov,Monday,06:45-06:59AM,11
Nov,Monday,07:00-07:15AM,15
Nov,Monday,07:15-07:30AM,8
Nov,Monday,07:30-07:45AM,19
Nov,Monday,07:45-07:59AM,13
Nov,Monday,08:00-08:15AM,10
Nov,Monday,08:15-08:30AM,16
Nov,Monday,08:30-08:45AM,2
Nov,Monday,10:15-10:30AM,16
Nov,Monday,10:30-10:45AM,17
Nov,Monday,10:45-10:59AM,28
Nov,Monday,11:00-11:15AM,30
Nov,Monday,11:15-11:30AM,21
Nov,Monday,11:30-11:45AM,19
Nov,Monday,11:45-11:59AM,38
Nov,Monday,12:00-12:15PM,46
Nov,Monday,12:15-12:30PM,42
Nov,Monday,12:30-12:45PM,20
Nov,Monday,12:45-12:59PM,29
Nov,Monday,01:00-01:15PM,29
Nov,Monday,01:15-01:30PM,23
Nov,Monday,01:30-01:45PM,26
Nov,Monday,01:45-01:59PM,36
Nov,Monday,02:00-02:15PM,37
Nov,Monday,02:15-02:30PM,31
Nov,Monday,02:30-02:45PM,23
Nov,Monday,02:45-02:59PM,31
Nov,Monday,03:00-03:15PM,32
Nov,Monday,03:15-03:30PM,41
Nov,Monday,03:30-03:45PM,32
Nov,Monday,03:45-03:59PM,32
Nov,Monday,04:00-04:15PM,57
Nov,Monday,04:15-04:30PM,40
Nov,Monday,04:30-04:45PM,48
Nov,Monday,04:45-04:59PM,36
Nov,Monday,05:00-05:15PM,51
Nov,Monday,05:15-05:30PM,56
Nov,Monday,05:30-05:45PM,48
Nov,Monday,05:45-05:59PM,51
Nov,Monday,06:00-06:15PM,47
Nov,Monday,06:15-06:30PM,51
Nov,Monday,06:30-06:45PM,44
Nov,Monday,06:45-06:59PM,41
Nov,Monday,07:00-07:15PM,34
Nov,Monday,07:15-07:30PM,38
Nov,Monday,07:30-07:45PM,50
Nov,Monday,07:45-07:59PM,41
Nov,Monday,08:00-08:15PM,44
Nov,Monday,08:15-08:30PM,53
Nov,Monday,08:30-08:45PM,33
Nov,Monday,08:45-08:59PM,45
Nov,Monday,09:00-09:15PM,39
Nov,Monday,09:15-09:30PM,34
Nov,Monday,09:30-09:45PM,22
Nov,Monday,09:45-09:59PM,25
Nov,Monday,10:00-10:15PM,42
Nov,Monday,10:15-10:30PM,33
Nov,Monday,10:30-10:45PM,35
Nov,Monday,10:45-10:59PM,24
Nov,Monday,11:00-11:15PM,14
Nov,Monday,11:15-11:30PM,11
Nov,Monday,11:30-11:45PM,2
Nov,Tuesday,06:00-06:15AM,34
Nov,Tuesday,06:15-06:30AM,9
Nov,Tuesday,06:30-06:45AM,14
Nov,Tuesday,06:45-06:59AM,9
Nov,Tuesday,07:00-07:15AM,10
Nov,Tuesday,07:15-07:30AM,16
Nov,Tuesday,07:30-07:45AM,24
Nov,Tuesday,07:45-07:59AM,9
Nov,Tuesday,08:00-08:15AM,12
Nov,Tuesday,08:15-08:30AM,20
Nov,Tuesday,08:30-08:45AM,16
Nov,Tuesday,08:45-08:59AM,9
Nov,Tuesday,09:00-09:15AM,13
Nov,Tuesday,09:15-09:30AM,14
Nov,Tuesday,09:30-09:45AM,27
Nov,Tuesday,09:45-09:59AM,23
Nov,Tuesday,10:00-10:15AM,15
Nov,Tuesday,10:15-10:30AM,13
Nov,Tuesday,10:30-10:45AM,14
Nov,Tuesday,10:45-10:59AM,23
Nov,Tuesday,11:00-11:15AM,38
Nov,Tuesday,11:15-11:30AM,21
Nov,Tuesday,11:30-11:45AM,20
Nov,Tuesday,11:45-11:59AM,30
Nov,Tuesday,12:00-12:15PM,38
Nov,Tuesday,12:15-12:30PM,39
Nov,Tuesday,12:30-12:45PM,27
Nov,Tuesday,12:45-12:59PM,25
Nov,Tuesday,01:00-01:15PM,29
Nov,Tuesday,01:15-01:30PM,22
Nov,Tuesday,01:30-01:45PM,24
Nov,Tuesday,01:45-01:59PM,30
Nov,Tuesday,02:00-02:15PM,18
Nov,Tuesday,02:15-02:30PM,26
Nov,Tuesday,02:30-02:45PM,19
Nov,Tuesday,02:45-02:59PM,29
Nov,Tuesday,03:00-03:15PM,30
Nov,Tuesday,03:15-03:30PM,44
Nov,Tuesday,03:30-03:45PM,37
Nov,Tuesday,03:45-03:59PM,32
Nov,Tuesday,04:00-04:15PM,27
Nov,Tuesday,04:15-04:30PM,36
Nov,Tuesday,04:30-04:45PM,40
Nov,Tuesday,04:45-04:59PM,27
Nov,Tuesday,05:00-05:15PM,48
Nov,Tuesday,05:15-05:30PM,61
Nov,Tuesday,05:30-05:45PM,36
Nov,Tuesday,05:45-05:59PM,33
Nov,Tuesday,06:00-06:15PM,47
Nov,Tuesday,06:15-06:30PM,38
Nov,Tuesday,06:30-06:45PM,31
Nov,Tuesday,06:45-06:59PM,34
Nov,Tuesday,07:00-07:15PM,40
Nov,Tuesday,07:15-07:30PM,29
Nov,Tuesday,07:30-07:45PM,45
Nov,Tuesday,07:45-07:59PM,30
Nov,Tuesday,08:00-08:15PM,28
Nov,Tuesday,08:15-08:30PM,19
Nov,Tuesday,08:30-08:45PM,38
Nov,Tuesday,08:45-08:59PM,20
Nov,Tuesday,09:00-09:15PM,26
Nov,Tuesday,09:15-09:30PM,25
Nov,Tuesday,09:30-09:45PM,27
Nov,Tuesday,09:45-09:59PM,21
Nov,Tuesday,10:00-10:15PM,34
Nov,Tuesday,10:15-10:30PM,9
Nov,Tuesday,10:30-10:45PM,21
Nov,Tuesday,10:45-10:59PM,12
Nov,Tuesday,11:00-11:15PM,14
Nov,Tuesday,11:15-11:30PM,1
Nov,Tuesday,11:30-11:45PM,1
Nov,Wednesday,06:00-06:15AM,22
Nov,Wednesday,06:15-06:30AM,43
Nov,Wednesday,06:30-06:45AM,6
Nov,Wednesday,06:45-06:59AM,7
Nov,Wednesday,07:00-07:15AM,6
Nov,Wednesday,07:15-07:30AM,9
Nov,Wednesday,07:30-07:45AM,6
Nov,Wednesday,07:45-07:59AM,5
Nov,Wednesday,08:00-08:15AM,12
Nov,Wednesday,08:15-08:30AM,9
Nov,Wednesday,08:30-08:45AM,4
Nov,Wednesday,08:45-08:59AM,15
Nov,Wednesday,09:00-09:15AM,11
Nov,Wednesday,09:15-09:30AM,17
Nov,Wednesday,09:30-09:45AM,10
Nov,Wednesday,09:45-09:59AM,15
Nov,Wednesday,10:00-10:15AM,29
Nov,Wednesday,10:15-10:30AM,17
Nov,Wednesday,10:30-10:45AM,15
Nov,Wednesday,10:45-10:59AM,19
Nov,Wednesday,11:00-11:15AM,25
Nov,Wednesday,11:15-11:30AM,26
Nov,Wednesday,11:30-11:45AM,21
Nov,Wednesday,11:45-11:59AM,18
Nov,Wednesday,12:00-12:15PM,22
Nov,Wednesday,12:15-12:30PM,13
Nov,Wednesday,12:30-12:45PM,13
Nov,Wednesday,12:45-12:59PM,23
Nov,Wednesday,01:00-01:15PM,25
Nov,Wednesday,01:15-01:30PM,12
Nov,Wednesday,01:30-01:45PM,23
Nov,Wednesday,01:45-01:59PM,18
Nov,Wednesday,02:00-02:15PM,11
Nov,Wednesday,02:15-02:30PM,26
Nov,Wednesday,02:30-02:45PM,22
Nov,Wednesday,02:45-02:59PM,23
Nov,Wednesday,03:00-03:15PM,19
Nov,Wednesday,03:15-03:30PM,23
Nov,Wednesday,03:30-03:45PM,15
Nov,Wednesday,03:45-03:59PM,19
Nov,Wednesday,04:00-04:15PM,24
Nov,Wednesday,04:15-04:30PM,25
Nov,Wednesday,04:30-04:45PM,14
Nov,Wednesday,04:45-04:59PM,23
Nov,Wednesday,05:00-05:15PM,19
Nov,Wednesday,05:15-05:30PM,8
Nov,Wednesday,05:30-05:45PM,4
Nov,Wednesday,05:45-05:59PM,3
Nov,Friday,12:00-12:15PM,30
Nov,Friday,12:15-12:30PM,15
Nov,Friday,12:30-12:45PM,8
Nov,Friday,12:45-12:59PM,15
Nov,Friday,01:00-01:15PM,2
Nov,Friday,01:15-01:30PM,11
Nov,Friday,01:30-01:45PM,10
Nov,Friday,01:45-01:59PM,13
Nov,Friday,02:00-02:15PM,8
Nov,Friday,02:15-02:30PM,6
Nov,Friday,02:30-02:45PM,7
Nov,Friday,02:45-02:59PM,9
Nov,Friday,03:00-03:15PM,6
Nov,Friday,03:15-03:30PM,9
Nov,Friday,03:30-03:45PM,6
Nov,Friday,03:45-03:59PM,6
Nov,Friday,04:00-04:15PM,15
Nov,Friday,04:15-04:30PM,4
Nov,Friday,04:30-04:45PM,4
Nov,Friday,04:45-04:59PM,11
Nov,Friday,05:00-05:15PM,10
Nov,Friday,05:15-05:30PM,10
Nov,Friday,05:30-05:45PM,6
Nov,Friday,05:45-05:59PM,4
Nov,Friday,06:00-06:15PM,15
Nov,Friday,06:15-06:30PM,15
Nov,Friday,06:30-06:45PM,14
Nov,Friday,06:45-06:59PM,8
Nov,Friday,07:00-07:15PM,9
Nov,Friday,07:15-07:30PM,2
Nov,Friday,07:30-07:45PM,4
Nov,Saturday,09:45-09:59AM,1
Nov,Saturday,10:00-10:15AM,9
Nov,Saturday,10:15-10:30AM,17
Nov,Saturday,10:30-10:45AM,7
Nov,Saturday,10:45-10:59AM,7
Nov,Saturday,11:00-11:15AM,6
Nov,Saturday,11:15-11:30AM,6
Nov,Saturday,11:30-11:45AM,4
Nov,Saturday,11:45-11:59AM,11
Nov,Saturday,12:00-12:15PM,5
Nov,Saturday,12:15-12:30PM,11
Nov,Saturday,12:30-12:45PM,9
Nov,Saturday,12:45-12:59PM,6
Nov,Saturday,01:00-01:15PM,7
Nov,Saturday,01:15-01:30PM,18
Nov,Saturday,01:30-01:45PM,9
Nov,Saturday,01:45-01:59PM,10
Nov,Saturday,02:00-02:15PM,11
Nov,Saturday,02:15-02:30PM,12
Nov,Saturday,02:30-02:45PM,4
Nov,Saturday,02:45-02:59PM,13
Nov,Saturday,03:00-03:15PM,13
Nov,Saturday,03:15-03:30PM,15
Nov,Saturday,03:30-03:45PM,18
Nov,Saturday,03:45-03:59PM,8
Nov,Saturday,04:00-04:15PM,15
Nov,Saturday,04:15-04:30PM,4
Nov,Saturday,04:30-04:45PM,14
Nov,Saturday,04:45-04:59PM,15
Nov,Saturday,05:00-05:15PM,14
Nov,Saturday,05:15-05:30PM,19
Nov,Saturday,05:30-05:45PM,20
Nov,Saturday,05:45-05:59PM,14
Nov,Saturday,06:00-06:15PM,11
Nov,Saturday,06:15-06:30PM,8
Nov,Saturday,06:30-06:45PM,1
Nov,Sunday,11:45-11:59AM,4
Nov,Sunday,12:00-12:15PM,23
Nov,Sunday,12:15-12:30PM,20
Nov,Sunday,12:30-12:45PM,13
Nov,Sunday,12:45-12:59PM,14
Nov,Sunday,01:00-01:15PM,8
Nov,Sunday,01:15-01:30PM,10
Nov,Sunday,01:30-01:45PM,10
Nov,Sunday,01:45-01:59PM,15
Nov,Sunday,02:00-02:15PM,13
Nov,Sunday,02:15-02:30PM,12
Nov,Sunday,02:30-02:45PM,20
Nov,Sunday,02:45-02:59PM,21
Nov,Sunday,03:00-03:15PM,15
Nov,Sunday,03:15-03:30PM,8
Nov,Sunday,03:30-03:45PM,10
Nov,Sunday,03:45-03:59PM,16
Nov,Sunday,04:00-04:15PM,8
Nov,Sunday,04:15-04:30PM,20
Nov,Sunday,04:30-04:45PM,14
Nov,Sunday,04:45-04:59PM,12
Nov,Sunday,05:00-05:15PM,24
Nov,Sunday,05:15-05:30PM,25
Nov,Sunday,05:30-05:45PM,19
Nov,Sunday,05:45-05:59PM,18
Nov,Sunday,06:00-06:15PM,21
Nov,Sunday,06:15-06:30PM,18
Nov,Sunday,06:30-06:45PM,28
Nov,Sunday,06:45-06:59PM,13
Nov,Sunday,07:00-07:15PM,20
Nov,Sunday,07:15-07:30PM,27
Nov,Sunday,07:30-07:45PM,15
Nov,Sunday,07:45-07:59PM,21
Nov,Sunday,08:00-08:15PM,20
Nov,Sunday,08:15-08:30PM,19
Nov,Sunday,08:30-08:45PM,27
Nov,Sunday,08:45-08:59PM,25
Nov,Sunday,09:00-09:15PM,19
Nov,Sunday,09:15-09:30PM,18
Nov,Sunday,09:30-09:45PM,16
Nov,Sunday,09:45-09:59PM,22
Nov,Sunday,10:00-10:15PM,10
Nov,Sunday,10:15-10:30PM,12
Nov,Sunday,10:30-10:45PM,13
Nov,Sunday,10:45-10:59PM,7
Nov,Sunday,11:00-11:15PM,8
Nov,Sunday,11:15-11:30PM,5
Nov,Sunday,11:30-11:45PM,1
Nov,Monday,05:45-05:59AM,14
Nov,Monday,06:00-06:15AM,22
Nov,Monday,06:15-06:30AM,29
Nov,Monday,06:30-06:45AM,15
Nov,Monday,06:45-06:59AM,10
Nov,Monday,07:00-07:15AM,12
Nov,Monday,07:15-07:30AM,14
Nov,Monday,07:30-07:45AM,16
Nov,Monday,07:45-07:59AM,8
Nov,Monday,08:00-08:15AM,16
Nov,Monday,08:15-08:30AM,13
Nov,Monday,08:30-08:45AM,8
Nov,Monday,08:45-08:59AM,15
Nov,Monday,09:00-09:15AM,18
Nov,Monday,09:15-09:30AM,40
Nov,Monday,09:30-09:45AM,25
Nov,Monday,09:45-09:59AM,25
Nov,Monday,10:00-10:15AM,31
Nov,Monday,10:15-10:30AM,22
Nov,Monday,10:30-10:45AM,11
Nov,Monday,10:45-10:59AM,26
Nov,Monday,11:00-11:15AM,27
Nov,Monday,11:15-11:30AM,24
Nov,Monday,11:30-11:45AM,23
Nov,Monday,11:45-11:59AM,39
Nov,Monday,12:00-12:15PM,58
Nov,Monday,12:15-12:30PM,38
Nov,Monday,12:30-12:45PM,22
Nov,Monday,12:45-12:59PM,23
Nov,Monday,01:00-01:15PM,42
Nov,Monday,01:15-01:30PM,23
Nov,Monday,01:30-01:45PM,40
Nov,Monday,01:45-01:59PM,52
Nov,Monday,02:00-02:15PM,45
Nov,Monday,02:15-02:30PM,34
Nov,Monday,02:30-02:45PM,43
Nov,Monday,02:45-02:59PM,41
Nov,Monday,03:00-03:15PM,48
Nov,Monday,03:15-03:30PM,54
Nov,Monday,03:30-03:45PM,55
Nov,Monday,03:45-03:59PM,66
Nov,Monday,04:00-04:15PM,29
Nov,Monday,04:15-04:30PM,52
Nov,Monday,04:30-04:45PM,44
Nov,Monday,04:45-04:59PM,30
Nov,Monday,05:00-05:15PM,44
Nov,Monday,05:15-05:30PM,62
Nov,Monday,05:30-05:45PM,61
Nov,Monday,05:45-05:59PM,58
Nov,Monday,06:00-06:15PM,57
Nov,Monday,06:15-06:30PM,42
Nov,Monday,06:30-06:45PM,66
Nov,Monday,06:45-06:59PM,73
Nov,Monday,07:00-07:15PM,77
Nov,Monday,07:15-07:30PM,63
Nov,Monday,07:30-07:45PM,38
Nov,Monday,07:45-07:59PM,44
Nov,Monday,08:00-08:15PM,39
Nov,Monday,08:15-08:30PM,57
Nov,Monday,08:30-08:45PM,41
Nov,Monday,08:45-08:59PM,43
Nov,Monday,09:00-09:15PM,62
Nov,Monday,09:15-09:30PM,60
Nov,Monday,09:30-09:45PM,44
Nov,Monday,09:45-09:59PM,37
Nov,Monday,10:00-10:15PM,32
Nov,Monday,10:15-10:30PM,27
Nov,Monday,10:30-10:45PM,29
Nov,Monday,10:45-10:59PM,18
Nov,Monday,11:00-11:15PM,8
Nov,Monday,11:15-11:30PM,13
Nov,Monday,11:30-11:45PM,1
Nov,Tuesday,05:45-05:59AM,1
Nov,Tuesday,06:00-06:15AM,27
Nov,Tuesday,06:15-06:30AM,16
Nov,Tuesday,06:30-06:45AM,18
Nov,Tuesday,06:45-06:59AM,11
Nov,Tuesday,07:00-07:15AM,15
Nov,Tuesday,07:15-07:30AM,28
Nov,Tuesday,07:30-07:45AM,16
Nov,Tuesday,07:45-07:59AM,18
Nov,Tuesday,08:00-08:15AM,15
Nov,Tuesday,08:15-08:30AM,14
Nov,Tuesday,08:30-08:45AM,8
Nov,Tuesday,08:45-08:59AM,13
Nov,Tuesday,09:00-09:15AM,17
Nov,Tuesday,09:15-09:30AM,22
Nov,Tuesday,09:30-09:45AM,20
Nov,Tuesday,09:45-09:59AM,23
Nov,Tuesday,10:00-10:15AM,16
Nov,Tuesday,10:15-10:30AM,15
Nov,Tuesday,10:30-10:45AM,24
Nov,Tuesday,10:45-10:59AM,34
Nov,Tuesday,11:00-11:15AM,33
Nov,Tuesday,11:15-11:30AM,23
Nov,Tuesday,11:30-11:45AM,23
Nov,Tuesday,11:45-11:59AM,32
Nov,Tuesday,12:00-12:15PM,27
Nov,Tuesday,12:15-12:30PM,42
Nov,Tuesday,12:30-12:45PM,37
Nov,Tuesday,12:45-12:59PM,36
Nov,Tuesday,01:00-01:15PM,27
Nov,Tuesday,01:15-01:30PM,27
